COPY sklady_w_zespolach FROM STDIN DELIMITER ';' NULL 'null';
994;0;17;1
1060;0;17;1
485;0;17;1
755;0;17;3
737;32;17;0
307;32;17;1
523;32;17;1
338;32;17;1
378;32;17;1
1050;32;17;1
773;32;17;2
362;32;17;3
203;11;17;0
1042;11;17;1
79;11;17;1
244;11;17;1
770;11;17;1
466;11;17;1
726;11;17;3
1096;14;17;0
289;14;17;1
757;14;17;1
198;14;17;1
301;14;17;1
833;14;17;1
849;38;17;0
34;38;17;1
648;38;17;1
255;38;17;1
259;38;17;1
974;38;17;1
748;38;17;2
491;38;17;3
167;38;17;3
620;4;17;0
120;4;17;1
1035;4;17;1
711;4;17;1
606;4;17;1
118;4;17;1
966;4;17;3
959;4;17;3
238;7;17;0
213;7;17;1
283;7;17;1
40;7;17;1
405;7;17;1
881;7;17;1
76;7;17;2
525;26;18;0
235;26;18;1
45;26;18;1
265;26;18;1
995;26;18;1
294;26;18;1
536;26;18;2
1130;26;18;3
305;0;18;0
869;0;18;1
27;0;18;1
964;0;18;1
672;0;18;1
878;0;18;1
600;4;18;0
1000;4;18;1
318;4;18;1
461;4;18;1
523;4;18;1
596;4;18;1
1012;4;18;3
232;4;18;3
809;30;18;0
467;30;18;1
314;30;18;1
56;30;18;1
810;30;18;1
30;30;18;1
199;30;18;3
693;30;18;3
601;25;18;0
430;25;18;1
128;25;18;1
244;25;18;1
730;25;18;1
229;25;18;1
210;25;18;2
399;25;18;3
1095;25;18;3
121;32;18;0
1070;32;18;1
671;32;18;1
1030;32;18;1
565;32;18;1
905;32;18;1
1125;33;18;0
708;33;18;1
923;33;18;1
947;33;18;1
748;33;18;1
63;33;18;1
154;33;18;2
761;33;18;3
69;8;18;0
41;8;18;1
591;8;18;1
795;8;18;1
553;8;18;1
516;8;18;1
317;8;18;2
886;12;18;0
196;12;18;1
676;12;18;1
870;12;18;1
857;12;18;1
624;12;18;1
155;32;19;0
618;32;19;1
689;32;19;1
1162;32;19;1
413;32;19;1
729;32;19;1
891;32;19;2
745;32;19;3
40;32;19;3
76;7;19;0
1051;7;19;1
1047;7;19;1
145;7;19;1
911;7;19;1
829;7;19;1
786;7;19;2
622;4;19;0
185;4;19;1
795;4;19;1
171;4;19;1
1080;4;19;1
56;4;19;1
580;4;19;2
435;4;19;3
453;4;19;3
110;26;19;0
339;26;19;1
1090;26;19;1
803;26;19;1
739;26;19;1
227;26;19;1
1143;41;19;0
45;41;19;1
441;41;19;1
840;41;19;1
1146;41;19;1
922;41;19;1
699;41;19;2
1142;6;19;0
594;6;19;1
969;6;19;1
280;6;19;1
1079;6;19;1
833;6;19;1
581;15;19;0
53;15;19;1
36;15;19;1
529;15;19;1
144;15;19;1
964;15;19;1
870;15;19;3
629;15;19;3
748;38;19;0
428;38;19;1
534;38;19;1
147;38;19;1
1131;38;19;1
873;38;19;1
238;34;19;0
539;34;19;1
471;34;19;1
1050;34;19;1
877;34;19;1
731;34;19;1
734;34;19;3
400;34;19;3
899;16;19;0
705;16;19;1
868;16;19;1
559;16;19;1
558;16;19;1
716;16;19;1
1011;16;19;2
378;16;19;3
440;40;19;0
322;40;19;1
552;40;19;1
427;40;19;1
374;40;19;1
756;40;19;1
173;40;19;3
711;40;19;3
875;25;19;0
1052;25;19;1
116;25;19;1
941;25;19;1
770;25;19;1
283;25;19;1
859;25;19;3
650;29;19;0
321;29;19;1
992;29;19;1
675;29;19;1
719;29;19;1
484;29;19;1
167;29;19;2
937;29;19;3
126;29;19;3
563;11;19;0
418;11;19;1
190;11;19;1
545;11;19;1
765;11;19;1
442;11;19;1
450;11;19;3
774;12;19;0
338;12;19;1
451;12;19;1
589;12;19;1
525;12;19;1
1061;12;19;1
306;12;19;2
1058;12;19;3
421;15;20;0
137;15;20;1
884;15;20;1
161;15;20;1
518;15;20;1
282;15;20;1
886;15;20;2
761;16;20;0
594;16;20;1
1070;16;20;1
916;16;20;1
707;16;20;1
1042;16;20;1
533;16;20;3
49;16;20;3
872;25;20;0
798;25;20;1
971;25;20;1
740;25;20;1
899;25;20;1
171;25;20;1
404;25;20;3
450;20;20;0
1072;20;20;1
1106;20;20;1
722;20;20;1
189;20;20;1
539;20;20;1
550;20;20;2
1137;29;20;0
770;29;20;1
844;29;20;1
92;29;20;1
764;29;20;1
997;29;20;1
758;11;20;0
923;11;20;1
825;11;20;1
992;11;20;1
566;11;20;1
783;11;20;1
511;11;20;3
314;11;20;3
589;7;20;0
1005;7;20;1
606;7;20;1
439;7;20;1
286;7;20;1
1139;7;20;1
1152;7;20;2
554;7;20;3
59;26;20;0
170;26;20;1
650;26;20;1
1149;26;20;1
648;26;20;1
197;26;20;1
271;26;20;2
232;32;20;0
142;32;20;1
900;32;20;1
717;32;20;1
1069;32;20;1
264;32;20;1
688;32;20;2
424;41;20;0
297;41;20;1
377;41;20;1
194;41;20;1
441;41;20;1
34;41;20;1
603;41;20;2
970;41;20;3
771;38;20;0
330;38;20;1
729;38;20;1
698;38;20;1
799;38;20;1
756;38;20;1
303;38;20;3
61;30;20;0
47;30;20;1
613;30;20;1
905;30;20;1
547;30;20;1
274;30;20;1
817;30;20;3
538;30;20;3
733;40;20;0
387;40;20;1
374;40;20;1
1121;40;20;1
1100;40;20;1
210;40;20;1
311;40;20;3
1131;40;20;3
144;6;20;0
985;6;20;1
557;6;20;1
769;6;20;1
972;6;20;1
531;6;20;1
915;6;20;3
840;6;20;3
799;38;21;0
740;38;21;1
900;38;21;1
1149;38;21;1
616;38;21;1
198;38;21;1
773;38;21;2
520;38;21;3
968;38;21;3
967;29;21;0
547;29;21;1
413;29;21;1
71;29;21;1
973;29;21;1
92;29;21;1
387;29;21;2
844;29;21;3
518;29;21;3
1106;25;21;0
494;25;21;1
1034;25;21;1
534;25;21;1
606;25;21;1
563;25;21;1
599;25;21;2
810;30;21;0
604;30;21;1
937;30;21;1
194;30;21;1
113;30;21;1
491;30;21;1
185;20;21;0
392;20;21;1
1110;20;21;1
558;20;21;1
1131;20;21;1
271;20;21;1
314;15;21;0
132;15;21;1
553;15;21;1
170;15;21;1
311;15;21;1
1161;15;21;1
1121;26;21;0
733;26;21;1
557;26;21;1
928;26;21;1
608;26;21;1
300;26;21;1
274;26;21;2
461;26;21;3
742;26;21;3
758;11;21;0
199;11;21;1
1141;11;21;1
748;11;21;1
985;11;21;1
324;11;21;1
374;11;21;2
217;41;21;0
770;41;21;1
232;41;21;1
511;41;21;1
264;41;21;1
1005;41;21;1
1139;41;21;3
1146;16;21;0
1073;16;21;1
840;16;21;1
554;16;21;1
1051;16;21;1
909;16;21;1
508;16;21;3
565;16;21;3
562;32;21;0
424;32;21;1
970;32;21;1
705;32;21;1
514;32;21;1
798;32;21;1
771;32;21;3
34;40;21;0
1000;40;21;1
210;40;21;1
972;40;21;1
759;40;21;1
700;40;21;1
131;40;21;3
971;6;21;0
813;6;21;1
566;6;21;1
260;6;21;1
417;6;21;1
137;6;21;1
769;7;21;0
404;7;21;1
828;7;21;1
550;7;21;1
1042;7;21;1
40;7;21;1
171;7;21;2
756;7;21;3
765;7;21;3
187;11;22;0
1067;11;22;1
558;11;22;1
87;11;22;1
53;11;22;1
679;11;22;1
551;11;22;2
466;11;22;3
969;16;22;0
25;16;22;1
263;16;22;1
621;16;22;1
190;16;22;1
83;16;22;1
544;16;22;3
824;16;22;3
847;47;22;0
1041;47;22;1
1086;47;22;1
121;47;22;1
49;47;22;1
945;47;22;1
523;47;22;2
944;47;22;3
421;41;22;0
489;41;22;1
703;41;22;1
869;41;22;1
396;41;22;1
179;41;22;1
1099;41;22;2
983;41;22;3
26;49;22;0
151;49;22;1
1139;49;22;1
822;49;22;1
672;49;22;1
886;49;22;1
724;49;22;2
89;36;22;0
753;36;22;1
118;36;22;1
47;36;22;1
77;36;22;1
92;36;22;1
1028;36;22;3
1163;36;22;3
407;6;22;0
58;6;22;1
919;6;22;1
44;6;22;1
797;6;22;1
395;6;22;1
1087;6;22;3
440;48;22;0
808;48;22;1
937;48;22;1
378;48;22;1
402;48;22;1
343;48;22;1
966;48;22;3
387;48;22;3
217;34;22;0
800;34;22;1
1047;34;22;1
741;34;22;1
1034;34;22;1
737;34;22;1
683;34;22;2
215;34;22;3
518;8;22;0
171;8;22;1
318;8;22;1
97;8;22;1
271;8;22;1
416;8;22;1
1024;8;22;2
469;8;22;3
851;19;22;0
513;19;22;1
447;19;22;1
1131;19;22;1
1094;19;22;1
175;19;22;1
1150;19;22;3
697;19;22;3
636;39;22;0
910;39;22;1
874;39;22;1
454;39;22;1
11;39;22;1
909;39;22;1
403;39;22;3
120;39;22;3
752;22;22;0
514;22;22;1
689;22;22;1
540;22;22;1
380;22;22;1
614;22;22;1
432;22;22;3
437;22;22;3
365;35;22;0
239;35;22;1
290;35;22;1
189;35;22;1
499;35;22;1
968;35;22;1
195;35;22;2
778;35;22;3
117;14;22;0
114;14;22;1
301;14;22;1
61;14;22;1
775;14;22;1
844;14;22;1
587;14;22;3
970;14;22;3
146;7;22;0
317;7;22;1
1144;7;22;1
922;7;22;1
885;7;22;1
367;7;22;1
536;7;22;3
506;3;22;0
508;3;22;1
240;3;22;1
861;3;22;1
50;3;22;1
825;3;22;1
364;3;22;2
530;13;22;0
712;13;22;1
702;13;22;1
837;13;22;1
780;13;22;1
78;13;22;1
339;13;22;2
677;32;22;0
398;32;22;1
81;32;22;1
715;32;22;1
664;32;22;1
455;32;22;1
\.
